input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_002012365.1	GCF_002012365.1	ASM201236v1	1308	Streptococcus thermophilus	strain=APC151	latest	Complete Genome	14	14	93.33	0.00
GCF_001998865.1	GCF_001998865.1	ASM199886v1	399497	Tessaracoccus flavescens	strain=SST-39T	latest	Complete Genome	14	14	93.33	0.00
GCF_002009425.1	GCF_002009425.1	ASM200942v1	1978339	Chromatiaceae bacterium 2141T.STBD.0c.01a	strain=2141T.STBD.0c.01a	latest	Complete Genome	14	14	93.33	0.00
GCF_002009175.1	GCF_002009175.1	ASM200917v1	193462	Streptomyces niveus	strain=SCSIO 3406	latest	Complete Genome	14	14	93.33	0.00
GCF_001997345.1	GCF_001997345.1	ASM199734v1	1332264	Tessaracoccus aquimaris	strain=NSG39	latest	Complete Genome	14	14	93.33	0.00
GCF_002005305.1	GCF_002005305.1	ASM200530v1	225848	Shewanella psychrophila	strain=WP2	latest	Complete Genome	14	14	93.33	0.00
GCF_001932795.1	GCF_001932795.1	ASM193279v1	1238	Piscirickettsia salmonis	strain=PM51819A	latest	Complete Genome	14	14	93.33	0.00
GCF_001969385.1	GCF_001969385.1	ASM196938v1	1229727	Salipiger profundus	strain=JLT2016	latest	Complete Genome	14	14	93.33	0.00
GCF_002021755.1	GCF_002021755.1	ASM202175v1	696485	Vibrio owensii	strain=XSBZ03	latest	Complete Genome	14	14	93.33	0.00
GCF_001999225.1	GCF_001999225.1	ASM199922v1	247523	Pseudoalteromonas aliena	strain=EH1	latest	Complete Genome	14	14	93.33	0.00
GCF_002072815.1	GCF_002072815.1	ASM207281v1	1094342	Alcanivorax xenomutans	strain=P40	latest	Complete Genome	14	14	93.33	0.00
GCF_001941385.1	GCF_001941385.1	ASM194138v1	46541	Thermosipho melanesiensis	strain=431	latest	Complete Genome	14	14	93.33	0.00
GCF_002075795.1	GCF_002075795.1	ASM207579v1	93973	Shewanella japonica	strain=KCTC 22435	latest	Complete Genome	14	14	93.33	0.00
GCF_002079305.1	GCF_002079305.1	ASM207930v1	1564506	Rhodovulum sp. P5	strain=P5	latest	Complete Genome	14	14	93.33	0.00
GCF_002117125.1	GCF_002117125.1	ASM211712v1	331648	Nonlabens spongiae	strain=JCM 13191	latest	Chromosome	13	13	86.67	0.00
GCF_002097535.1	GCF_002097535.1	ASM209753v1	402384	Halobacillus mangrovi	strain=KTB 131	latest	Complete Genome	14	14	93.33	0.00
GCF_002082175.1	GCF_002082175.1	ASM208217v1	1935	Streptomyces violaceoruber	strain=S21	latest	Complete Genome	14	14	93.33	0.00
GCF_001854405.1	GCF_001854405.1	ASM185440v1	1906738	Hyphomonas sp. Mor2	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_002117105.1	GCF_002117105.1	ASM211710v1	716816	Oceanicoccus sagamiensis	strain=NBRC 107125	latest	Complete Genome	14	14	93.33	0.00
GCF_002073995.1	GCF_002073995.1	ASM207399v1	190893	Vibrio coralliilyticus	strain=SNUTY-1	latest	Complete Genome	14	14	93.33	0.00
GCF_002119545.1	GCF_002119545.1	ASM211954v1	663	Vibrio alginolyticus	strain=K04M5	latest	Complete Genome	14	14	93.33	0.00
GCF_002128305.1	GCF_002128305.1	ASM212830v1	1264596	Streptomyces sp. SCSIO 3032	strain=SCSIO 03032	latest	Complete Genome	14	14	93.33	0.00
GCF_002119565.1	GCF_002119565.1	ASM211956v1	663	Vibrio alginolyticus	strain=K06K5	latest	Complete Genome	14	14	93.33	0.00
GCF_002119765.1	GCF_002119765.1	ASM211976v1	1235591	Pseudorhodoplanes sinuspersici	strain=RIPI110	latest	Complete Genome	14	14	93.33	0.00
GCF_002117085.1	GCF_002117085.1	ASM211708v1	319236	Nonlabens sediminis	strain=NBRC 100970	latest	Complete Genome	14	14	93.33	0.00
GCF_002140055.1	GCF_002140055.1	ASM214005v1	680	Vibrio campbellii	strain=20130629003S01	latest	Complete Genome	14	14	93.33	0.00
GCF_002157895.1	GCF_002157895.1	ASM215789v1	1416627	Oceanisphaera profunda	strain=SM1222	latest	Complete Genome	14	14	93.33	0.00
GCF_002149105.1	GCF_002149105.1	ASM214910v1	663	Vibrio alginolyticus	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_002119525.1	GCF_002119525.1	ASM211952v1	663	Vibrio alginolyticus	strain=K08M4	latest	Complete Genome	14	14	93.33	0.00
GCF_002142655.1	GCF_002142655.1	ASM214265v1	680	Vibrio campbellii	strain=LA16-V1	latest	Complete Genome	14	14	93.33	0.00
GCF_002149065.1	GCF_002149065.1	ASM214906v1	663	Vibrio alginolyticus	strain=K09K1	latest	Complete Genome	14	14	93.33	0.00
GCF_002163795.1	GCF_002163795.1	ASM216379v1	55601	Vibrio anguillarum	strain=mvav6203	latest	Complete Genome	14	14	93.33	0.00
GCF_001983995.1	GCF_001983995.1	ASM198399v1	930805	Halioglobus japonicus	strain=NBRC 107739	latest	Complete Genome	14	14	93.33	0.00
GCF_001969365.1	GCF_001969365.1	ASM196936v1	299262	Tateyamaria omphalii	strain=DOK1-4	latest	Complete Genome	14	14	93.33	0.00
GCF_001991055.1	GCF_001991055.1	ASM199105v1	680	Vibrio campbellii	strain=1114GL	latest	Chromosome	14	14	93.33	0.00
GCF_002119585.1	GCF_002119585.1	ASM211958v1	663	Vibrio alginolyticus	strain=K10K4	latest	Complete Genome	14	14	93.33	0.00
GCF_002211785.1	GCF_002211785.1	ASM221178v1	549298	Francisella halioticida	strain=DSM 23729	latest	Complete Genome	14	14	93.33	0.00
GCF_002073975.1	GCF_002073975.1	ASM207397v1	308754	Rhodovulum sp. MB263	strain=MB263	latest	Complete Genome	14	14	93.33	0.00
GCF_002212005.1	GCF_002212005.1	ASM221200v1	55601	Vibrio anguillarum	strain=S3 4/9	latest	Complete Genome	14	14	93.33	0.00
GCF_002211985.1	GCF_002211985.1	ASM221198v1	55601	Vibrio anguillarum	strain=JLL237	latest	Complete Genome	14	14	93.33	0.00
GCF_002192415.1	GCF_002192415.1	ASM219241v1	414771	Paenibacillus donghaensis	strain=KCTC 13049	latest	Complete Genome	14	14	93.33	0.00
GCF_002208135.1	GCF_002208135.1	ASM220813v1	43662	Pseudoalteromonas piscicida	strain=DE2-B	latest	Complete Genome	14	13	86.67	13.33
GCF_002157205.1	GCF_002157205.1	ASM215720v1	157779	Kushneria marisflavi	strain=SW32	latest	Complete Genome	14	14	93.33	0.00
GCF_002212025.1	GCF_002212025.1	ASM221202v1	55601	Vibrio anguillarum	strain=CNEVA NB11008	latest	Complete Genome	14	14	93.33	0.00
GCF_002149085.1	GCF_002149085.1	ASM214908v1	663	Vibrio alginolyticus	strain=K08M3	latest	Complete Genome	14	14	93.33	0.00
GCF_002214265.1	GCF_002214265.1	ASM221426v1	645	Aeromonas salmonicida	strain=S68	latest	Complete Genome	14	14	93.33	0.00
GCF_002204915.1	GCF_002204915.1	ASM220491v1	672	Vibrio vulnificus	strain=FORC_037	latest	Complete Genome	14	14	93.33	0.00
GCF_002214345.1	GCF_002214345.1	ASM221434v1	689	Vibrio mediterranei	strain=QT6D1	latest	Complete Genome	14	14	93.33	0.00
GCF_002215135.1	GCF_002215135.1	ASM221513v1	672	Vibrio vulnificus	strain=CECT 4999	latest	Complete Genome	14	14	93.33	0.00
GCF_002196515.1	GCF_002196515.1	ASM219651v1	687	Vibrio gazogenes	strain=ATCC 43942	latest	Complete Genome	14	14	93.33	0.00
GCF_002157225.2	GCF_002157225.2	ASM215722v2	1737490	Agarilytica rhodophyticola	strain=017	latest	Complete Genome	14	14	93.33	0.00
GCF_002214395.1	GCF_002214395.1	ASM221439v1	190895	Vibrio rotiferianus	strain=B64D1	latest	Complete Genome	14	14	93.33	0.00
GCF_002162375.1	GCF_002162375.1	ASM216237v1	141451	Oleiphilus messinensis	strain=ME102	latest	Complete Genome	14	14	93.33	0.00
GCF_002237405.1	GCF_002237405.1	ASM223740v1	287	Pseudomonas aeruginosa	strain=Ocean-1155	latest	Complete Genome	14	14	93.33	0.00
GCF_002119505.2	GCF_002119505.2	ASM211950v2	663	Vibrio alginolyticus	strain=K01M1	latest	Complete Genome	14	14	93.33	0.00
GCF_002237535.1	GCF_002237535.1	ASM223753v1	1249553	Bacterioplanes sanyensis	strain=NV9	latest	Complete Genome	14	14	93.33	0.00
GCF_002214245.1	GCF_002214245.1	ASM221424v1	645	Aeromonas salmonicida	strain=S121	latest	Complete Genome	14	14	93.33	0.00
GCF_002237425.1	GCF_002237425.1	ASM223742v1	287	Pseudomonas aeruginosa	strain=Ocean-1175	latest	Complete Genome	14	14	93.33	0.00
GCF_002237615.1	GCF_002237615.1	ASM223761v1	192812	Erythrobacter flavus	strain=VG1	latest	Complete Genome	14	14	93.33	0.00
GCF_002216855.1	GCF_002216855.1	ASM221685v1	1755811	Paraphotobacterium marinum	strain=NSCS20N07D	latest	Complete Genome	14	14	93.33	0.00
GCF_002290105.1	GCF_002290105.1	ASM229010v1	1396	Bacillus cereus	strain=CC-1	latest	Complete Genome	14	14	93.33	0.00
GCF_002310335.1	GCF_002310335.1	ASM231033v1	55601	Vibrio anguillarum	strain=VIB12	latest	Complete Genome	14	14	93.33	0.00
GCF_002310795.1	GCF_002310795.1	ASM231079v1	152297	Pseudoalteromonas issachenkonii	strain=KMM 3549	latest	Complete Genome	14	14	93.33	0.00
GCF_002310815.1	GCF_002310815.1	ASM231081v1	314281	Pseudoalteromonas tunicata	strain=D2	latest	Complete Genome	14	14	93.33	0.00
GCF_002355575.1	GCF_002355575.1	ASM235557v1	1363	Lactococcus garvieae	strain=122061	latest	Complete Genome	14	14	93.33	0.00
GCF_002310855.1	GCF_002310855.1	ASM231085v1	1312369	Pseudoalteromonas agarivorans DSM 14585	strain=DSM 14585	latest	Complete Genome	14	14	93.33	0.00
GCF_002269385.1	GCF_002269385.1	ASM226938v1	1178778	Maribacter cobaltidurans	strain=B1	latest	Complete Genome	14	14	93.33	0.00
GCF_002287545.1	GCF_002287545.1	ASM228754v1	55601	Vibrio anguillarum	strain=VIB43	latest	Complete Genome	14	14	93.33	0.00
GCF_001663155.1	GCF_001663155.1	ASM166315v1	476157	Altererythrobacter ishigakiensis	strain=NBRC 107699	latest	Complete Genome	14	14	93.33	0.00
GCF_002355395.1	GCF_002355395.1	Microcella_alkaliphila_JAM_AC0309_assembly 01	279828	Microcella alkaliphila	strain=JAM-AC0309	latest	Complete Genome	14	14	93.33	0.00
GCF_002355635.1	GCF_002355635.1	ASM235563v1	1048396	Halopenitus persicus	strain=CBA1233	latest	Complete Genome	14	13	86.67	6.67
GCF_002381305.1	GCF_002381305.1	ASM238130v1	60890	Phaeobacter gallaeciensis	strain=P11	latest	Complete Genome	14	14	93.33	0.00
GCF_002313025.1	GCF_002313025.1	ASM231302v1	666	Vibrio cholerae	strain=FORC_055	latest	Complete Genome	14	14	93.33	0.00
GCF_002355655.1	GCF_002355655.1	ASM235565v1	29284	Halorubrum trapanicum	strain=CBA1232	latest	Complete Genome	14	13	86.67	6.67
GCF_002381345.1	GCF_002381345.1	ASM238134v1	1927128	Candidatus Enterovibrio luxaltus	NA	latest	Chromosome	14	14	93.33	0.00
GCF_002374815.1	GCF_002374815.1	ASM237481v1	288	Pseudoalteromonas atlantica	strain=ECSMB14104	latest	Complete Genome	14	14	93.33	0.00
GCF_002381365.1	GCF_002381365.1	ASM238136v1	60890	Phaeobacter gallaeciensis	strain=P128	latest	Complete Genome	14	14	93.33	0.00
GCF_002407265.1	GCF_002407265.1	ASM240726v1	1758178	Celeribacter ethanolicus	strain=TSPH2	latest	Complete Genome	14	14	93.33	0.00
GCF_002240205.1	GCF_002240205.1	ASM224020v1	281093	Prosthecochloris sp. GSB1	strain=TY Vent = GSB1 = Ty-1	latest	Complete Genome	14	14	93.33	0.00
GCF_002356215.1	GCF_002356215.1	ASM235621v1	1827144	Synechococcus sp. NIES-970	strain=NIES-970	latest	Complete Genome	14	14	93.33	0.00
GCF_002407485.1	GCF_002407485.1	ASM240748v1	347534	Zobellella denitrificans	strain=F13-1	latest	Complete Genome	14	14	93.33	0.00
GCF_002240355.1	GCF_002240355.1	ASM224035v1	530584	Prauserella marina	strain=DSM 45268	latest	Complete Genome	14	14	93.33	0.00
GCF_002356295.1	GCF_002356295.1	ASM235629v1	1717717	Labilibaculum antarcticum	strain=SPP2	latest	Complete Genome	14	14	93.33	0.00
GCF_002442495.2	GCF_002442495.2	ASM244249v2	29486	Yersinia ruckeri	strain=NHV_3758	latest	Complete Genome	14	14	93.33	0.00
GCF_002381285.1	GCF_002381285.1	ASM238128v1	60890	Phaeobacter gallaeciensis	strain=P75	latest	Complete Genome	14	14	93.33	0.00
GCF_002412025.1	GCF_002412025.1	ASM241202v1	1580596	Phaeobacter piscinae	strain=P36	latest	Complete Genome	14	14	93.33	0.00
GCF_002442875.1	GCF_002442875.1	ASM244287v1	97084	Halobacteriovorax marinus	strain=BE01	latest	Complete Genome	14	14	93.33	0.00
GCF_002407505.1	GCF_002407505.1	ASM240750v1	1720343	Pseudoalteromonas sp. 1_2015MBL_MicDiv	strain=1_2015MBL_MicDiv	latest	Complete Genome	14	14	93.33	0.00
GCF_002412045.1	GCF_002412045.1	ASM241204v1	1580596	Phaeobacter piscinae	strain=P13	latest	Complete Genome	14	14	93.33	0.00
GCF_002504285.1	GCF_002504285.1	ASM250428v1	636	Edwardsiella tarda	strain=KC-Pc-HB1	latest	Complete Genome	14	14	93.33	0.00
GCF_002381385.1	GCF_002381385.1	ASM238138v1	60890	Phaeobacter gallaeciensis	strain=P129	latest	Complete Genome	14	14	93.33	0.00
GCF_002356335.1	GCF_002356335.1	ASM235633v1	1520670	[Mycobacterium] stephanolepidis	strain=NJB0901	latest	Complete Genome	14	14	93.33	0.00
GCF_002215215.1	GCF_002215215.1	ASM221521v1	1192854	Granulosicoccus antarcticus IMCC3135	strain=IMCC3135	latest	Complete Genome	14	14	93.33	0.00
GCF_002356035.1	GCF_002356035.1	ASM235603v1	37332	Nocardia seriolae	strain=UTF1	latest	Complete Genome	14	14	93.33	0.00
GCF_002501585.1	GCF_002501585.1	ASM250158v1	1727214	Rhodococcus sp. H-CA8f	strain=H-CA8f	latest	Complete Genome	14	14	93.33	0.00
GCF_002741725.1	GCF_002741725.1	ASM274172v1	1830	Rhodococcus ruber	strain=P14	latest	Complete Genome	14	14	93.33	0.00
GCF_002795825.1	GCF_002795825.1	ASM279582v1	1921087	Mariprofundus ferrinatatus	strain=CP-8	latest	Complete Genome	14	14	93.33	0.00
GCF_002795805.1	GCF_002795805.1	ASM279580v1	1921086	Mariprofundus aestuarium	strain=CP-5	latest	Complete Genome	14	14	93.33	0.00
GCF_002443175.1	GCF_002443175.1	ASM244317v1	728003	Cycloclasticus sp. PY97N	strain=PY97N	latest	Complete Genome	14	14	93.33	0.00
GCF_002688545.1	GCF_002688545.1	ASM268854v1	2039870	Micromonospora sp. WMMA2032	strain=WMMA2032	latest	Chromosome	14	14	93.33	0.00
GCF_002776575.1	GCF_002776575.1	ASM277657v1	2077182	Sphingorhabdus sp. YGSMI21	strain=YGSMI21	latest	Complete Genome	14	14	93.33	0.00
GCF_002795865.1	GCF_002795865.1	ASM279586v1	266951	Erythrobacter seohaensis	strain=SW-135	latest	Complete Genome	14	14	93.33	0.00
GCF_002813675.1	GCF_002813675.1	ASM281367v1	1911685	Methanobacterium sp. MZ-A1	strain=MZ-A1	latest	Complete Genome	14	14	93.33	0.00
GCF_002795845.1	GCF_002795845.1	ASM279584v1	1336806	Reinekea forsetii	strain=Hel1_31_D35	latest	Complete Genome	14	14	93.33	0.00
GCF_002804065.1	GCF_002804065.1	ASM280406v1	2055160	Kyrpidia spormannii	strain=EA-1	latest	Complete Genome	14	14	93.33	0.00
GCF_001854425.1	GCF_001854425.1	ASM185442v1	666	Vibrio cholerae	strain=Env-390	latest	Complete Genome	14	14	93.33	0.00
GCF_002813655.1	GCF_002813655.1	ASM281365v1	59277	Methanobacterium subterraneum	strain=MO-MB1	latest	Complete Genome	14	14	93.33	0.00
GCF_002831605.1	GCF_002831605.1	ASM283160v1	2058133	Alteromonas sp. MB-3u-76	strain=MB-3u-76	latest	Complete Genome	14	14	93.33	0.00
GCF_002504165.1	GCF_002504165.1	ASM250416v1	1411902	Celeribacter manganoxidans	strain=DY25	latest	Complete Genome	14	14	93.33	0.00
GCF_002831625.1	GCF_002831625.1	ASM283162v1	2058134	Nonlabens sp. MB-3u-79	strain=MB-3u-79	latest	Complete Genome	14	14	93.33	0.00
GCF_002381325.1	GCF_002381325.1	ASM238132v1	60890	Phaeobacter gallaeciensis	strain=P73	latest	Complete Genome	14	14	93.33	0.00
GCF_002838205.1	GCF_002838205.1	ASM283820v1	1911683	Tenericutes bacterium MZ-XQ	strain=MZ-XQ	latest	Complete Genome	14	14	93.33	0.00
GCF_002831645.1	GCF_002831645.1	ASM283164v1	2058135	Olleya sp. Bg11-27	strain=Bg11-27	latest	Complete Genome	14	14	93.33	0.00
GCF_002838765.1	GCF_002838765.1	ASM283876v1	1561924	Kangiella profundi	strain=FT102	latest	Complete Genome	14	14	93.33	0.00
GCF_002831685.1	GCF_002831685.1	ASM283168v1	2058137	Polaribacter sp. ALD11	strain=ALD11	latest	Complete Genome	14	14	93.33	0.00
GCF_002844375.1	GCF_002844375.1	ASM284437v1	2048283	Thalassospira marina	strain=CSC3H3	latest	Complete Genome	14	14	93.33	0.00
GCF_002214305.1	GCF_002214305.1	ASM221430v1	645	Aeromonas salmonicida	strain=S44	latest	Complete Genome	14	14	93.33	0.00
GCF_002847305.1	GCF_002847305.1	ASM284730v1	1529068	Paracoccus sp. BM15	strain=BM15	latest	Complete Genome	14	14	93.33	0.00
GCF_002393525.1	GCF_002393525.1	ASM239352v1	60890	Phaeobacter gallaeciensis	strain=P63	latest	Complete Genome	14	14	93.33	0.00
GCF_002368095.1	GCF_002368095.1	ASM236809v1	1973488	Calothrix parasitica NIES-267	strain=NIES-267	latest	Chromosome	14	14	93.33	0.00
GCF_002847285.1	GCF_002847285.1	ASM284728v1	2059884	Streptomyces sp. CMB-StM0423	strain=CMB-StM0423	latest	Complete Genome	14	14	93.33	0.00
GCF_002886045.1	GCF_002886045.1	ASM288604v1	1803846	Flavivirga eckloniae	strain=ECD14	latest	Complete Genome	14	14	93.33	0.00
GCF_002832675.1	GCF_002832675.1	ASM283267v1	2005885	Streptomyces sp. S063	strain=S063	latest	Complete Genome	14	14	93.33	0.00
GCF_002887615.1	GCF_002887615.1	ASM288761v1	1280002	Vibrio jasicida 090810c	strain=090810c	latest	Complete Genome	14	14	93.33	0.00
GCF_002888685.1	GCF_002888685.1	ASM288868v1	221822	Phaeobacter inhibens	strain=P10	latest	Complete Genome	14	14	93.33	0.00
GCF_002891905.1	GCF_002891905.1	ASM289190v1	1580596	Phaeobacter piscinae	strain=P71	latest	Complete Genome	14	14	93.33	0.00
GCF_002891965.1	GCF_002891965.1	ASM289196v1	221822	Phaeobacter inhibens	strain=P78	latest	Complete Genome	14	14	93.33	0.00
GCF_002891985.1	GCF_002891985.1	ASM289198v1	221822	Phaeobacter inhibens	strain=P51	latest	Complete Genome	14	14	93.33	0.00
GCF_001886455.1	GCF_001886455.1	ASM188645v1	314275	Alteromonas mediterranea	strain=AR43	latest	Complete Genome	14	14	93.33	0.00
GCF_002891475.1	GCF_002891475.1	ASM289147v1	582	Morganella morganii	strain=KC-Tt-01	latest	Complete Genome	14	14	93.33	0.00
GCF_002220115.1	GCF_002220115.1	ASM222011v1	1346	Streptococcus iniae	strain=QMA0248	latest	Complete Genome	14	14	93.33	0.00
GCF_002892005.1	GCF_002892005.1	ASM289200v1	221822	Phaeobacter inhibens	strain=P57	latest	Complete Genome	14	14	93.33	0.00
GCF_002891945.1	GCF_002891945.1	ASM289194v1	221822	Phaeobacter inhibens	strain=P72	latest	Complete Genome	14	14	93.33	0.00
GCF_002215585.1	GCF_002215585.1	ASM221558v1	260364	Shewanella marisflavi	strain=EP1	latest	Complete Genome	14	14	93.33	0.00
GCF_002892065.1	GCF_002892065.1	ASM289206v1	221822	Phaeobacter inhibens	strain=P66	latest	Complete Genome	14	14	93.33	0.00
GCF_002891925.1	GCF_002891925.1	ASM289192v1	1580596	Phaeobacter piscinae	strain=P18	latest	Complete Genome	14	14	93.33	0.00
GCF_002892025.1	GCF_002892025.1	ASM289202v1	221822	Phaeobacter inhibens	strain=P92	latest	Complete Genome	14	14	93.33	0.00
GCF_002900385.1	GCF_002900385.1	ASM290038v1	1348	Streptococcus parauberis	strain=SPOF3K	latest	Complete Genome	14	14	93.33	0.00
GCF_002892225.1	GCF_002892225.1	ASM289222v1	221822	Phaeobacter inhibens	strain=P83	latest	Complete Genome	14	14	93.33	0.00
GCF_002892085.1	GCF_002892085.1	ASM289208v1	221822	Phaeobacter inhibens	strain=P88	latest	Complete Genome	14	14	93.33	0.00
GCF_002945325.1	GCF_002945325.1	ASM294532v1	39152	Methanococcus maripaludis	strain=DSM 2067	latest	Complete Genome	14	14	93.33	0.00
GCF_002949085.1	GCF_002949085.1	ASM294908v1	2083786	Devosia sp. I507	strain=I507	latest	Complete Genome	14	14	93.33	0.00
GCF_002831665.1	GCF_002831665.1	ASM283166v1	2057808	Lacinutrix sp. Bg11-31	strain=Bg11-31	latest	Complete Genome	14	14	93.33	0.00
GCF_002892265.1	GCF_002892265.1	ASM289226v1	221822	Phaeobacter inhibens	strain=P48	latest	Complete Genome	14	14	93.33	0.00
GCF_002892145.1	GCF_002892145.1	ASM289214v1	221822	Phaeobacter inhibens	strain=P80	latest	Complete Genome	14	14	93.33	0.00
GCF_002892185.1	GCF_002892185.1	ASM289218v1	221822	Phaeobacter inhibens	strain=P54	latest	Complete Genome	14	14	93.33	0.00
GCF_002892125.1	GCF_002892125.1	ASM289212v1	221822	Phaeobacter inhibens	strain=P70	latest	Complete Genome	14	14	93.33	0.00
GCF_002906575.1	GCF_002906575.1	ASM290657v1	755307	Salinigranum rubrum	strain=GX10	latest	Complete Genome	14	13	86.67	6.67
GCF_002892165.1	GCF_002892165.1	ASM289216v1	221822	Phaeobacter inhibens	strain=P59	latest	Complete Genome	14	14	93.33	0.00
GCF_002893765.1	GCF_002893765.1	ASM289376v1	2069432	Tamlana sp. UJ94	strain=UJ94	latest	Complete Genome	14	14	93.33	0.00
GCF_001932895.1	GCF_001932895.1	ASM193289v1	1238	Piscirickettsia salmonis	strain=PM22180B	latest	Complete Genome	14	14	93.33	0.00
GCF_002906475.1	GCF_002906475.1	ASM290647v1	680	Vibrio campbellii	strain=BoB-53	latest	Complete Genome	14	14	93.33	0.00
GCF_002892245.1	GCF_002892245.1	ASM289224v1	1580596	Phaeobacter piscinae	strain=P42	latest	Complete Genome	14	14	93.33	0.00
GCF_002950575.1	GCF_002950575.1	ASM295057v1	1159327	Pontimonas salivibrio	strain=CL-TW6	latest	Complete Genome	14	14	93.33	0.00
GCF_002892045.1	GCF_002892045.1	ASM289204v1	221822	Phaeobacter inhibens	strain=P74	latest	Complete Genome	14	14	93.33	0.00
GCF_002954615.1	GCF_002954615.1	ASM295461v1	661	Photobacterium angustum	strain=LC1-200	latest	Scaffold	14	13	86.67	6.67
GCF_002906455.1	GCF_002906455.1	ASM290645v1	680	Vibrio campbellii	strain=BoB-90	latest	Complete Genome	14	14	93.33	0.00
GCF_002968395.1	GCF_002968395.1	ASM296839v1	2100422	Idiomarina sp. OT37-5b	strain=OT37-5b	latest	Complete Genome	14	14	93.33	0.00
GCF_002966125.1	GCF_002966125.1	ASM296612v1	2094025	Aureitalea sp. RR4-38	strain=RR4-38	latest	Complete Genome	14	14	93.33	0.00
GCF_002221525.1	GCF_002221525.1	ASM222152v1	1314869	Pseudoalteromonas espejiana DSM 9414	strain=DSM 9414	latest	Complete Genome	14	14	93.33	0.00
GCF_002953535.1	GCF_002953535.1	ASM295353v1	663	Vibrio alginolyticus	strain=FDAARGOS_110	latest	Complete Genome	14	14	93.33	0.00
GCF_002953515.1	GCF_002953515.1	ASM295351v1	663	Vibrio alginolyticus	strain=FDAARGOS_108	latest	Complete Genome	14	14	93.33	0.00
GCF_002291265.1	GCF_002291265.1	ASM229126v1	55601	Vibrio anguillarum	strain=ATCC-68554	latest	Complete Genome	14	14	93.33	0.00
GCF_003031205.1	GCF_003031205.1	ASM303120v1	55601	Vibrio anguillarum	strain=425	latest	Complete Genome	14	14	93.33	0.00
GCF_003024155.1	GCF_003024155.1	ASM302415v1	2126553	Gramella fulva	strain=SH35	latest	Complete Genome	14	14	93.33	0.00
GCF_003032495.1	GCF_003032495.1	ASM303249v1	2136172	Halomonas sp. SF2003	strain=SF2003	latest	Complete Genome	14	14	93.33	0.00
GCF_003047105.1	GCF_003047105.1	ASM304710v1	875171	Celeribacter baekdonensis	strain=LH4	latest	Chromosome	14	14	93.33	0.00
GCF_003047225.1	GCF_003047225.1	ASM304722v1	2052936	Bacillus sp. Y-01	strain=Y-01	latest	Complete Genome	14	14	93.33	0.00
GCF_003095655.1	GCF_003095655.1	ASM309565v1	2173169	Dokdonia sp. Dokd-P16	strain=Dokd-P16	latest	Complete Genome	14	14	93.33	0.00
GCF_003061515.1	GCF_003061515.1	ASM306151v1	2161872	Colwellia sp. Arc7-D	strain=Arc7-D	latest	Complete Genome	14	14	93.33	0.00
GCF_003054475.1	GCF_003054475.1	ASM305447v1	1914872	Nodularia spumigena UHCC 0039	strain=UHCC 0039	latest	Complete Genome	14	14	93.33	0.00
GCF_003030385.1	GCF_003030385.1	ASM303038v1	2071627	Plantactinospora sp. BB1	strain=BB1	latest	Complete Genome	14	14	93.33	0.00
GCF_003076895.1	GCF_003076895.1	ASM307689v1	670	Vibrio parahaemolyticus	strain=R14	latest	Complete Genome	14	14	93.33	0.00
GCF_003058465.1	GCF_003058465.1	ASM305846v1	2163011	Bordetella sp. HZ20	strain=HZ20	latest	Complete Genome	14	14	93.33	0.00
GCF_003130755.1	GCF_003130755.1	ASM313075v1	38293	Photobacterium damselae	strain=Phdp Wu-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003060825.1	GCF_003060825.1	ASM306082v1	1532905	Paenibacillus sp. CAA11	strain=CAA11	latest	Complete Genome	14	14	93.33	0.00
GCF_003119375.1	GCF_003119375.1	ASM311937v1	670	Vibrio parahaemolyticus	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_003085735.1	GCF_003085735.1	ASM308573v1	670	Vibrio parahaemolyticus	strain=20130629002S01	latest	Complete Genome	14	14	93.33	0.00
GCF_003076275.1	GCF_003076275.1	ASM307627v1	359370	Microbulbifer sp. A4B17	strain=A4B17	latest	Complete Genome	14	14	93.33	0.00
GCF_003111685.1	GCF_003111685.1	ASM311168v1	311180	Yangia pacifica	strain=YSBP01	latest	Complete Genome	14	14	93.33	0.00
GCF_003097515.1	GCF_003097515.1	ASM309751v1	2174846	Streptomyces tirandamycinicus	strain=HNM0039	latest	Complete Genome	14	14	93.33	0.00
GCF_003209315.1	GCF_003209315.1	ASM320931v1	2203895	Psychrobacter sp. YP14	strain=YP14	latest	Complete Genome	14	14	93.33	0.00
GCF_003030345.1	GCF_003030345.1	ASM303034v1	2108470	Plantactinospora sp. BC1	strain=BC1	latest	Complete Genome	14	14	93.33	0.00
GCF_003063885.1	GCF_003063885.1	ASM306388v1	666	Vibrio cholerae	strain=Sa5Y	latest	Complete Genome	14	14	93.33	0.00
GCF_003071365.1	GCF_003071365.1	ASM307136v1	2170729	Methyloceanibacter sp. wino2	strain=wino2	latest	Complete Genome	14	14	93.33	0.00
GCF_003233695.1	GCF_003233695.1	ASM323369v1	1605891	Lysobacter maris	strain=HZ9B	latest	Complete Genome	14	14	93.33	0.00
