assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_002953515.1	GCF_002953515.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_alginolyticus_FDAARGOS_108	NCBI	663	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
GCF_002953535.1	GCF_002953535.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_alginolyticus_FDAARGOS_110	NCBI	663	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
GCF_002954615.1	GCF_002954615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Photobacterium_angustum_LC1-200	NCBI	661	14	13	86.67	6.67	13	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium angustum
GCF_002966125.1	GCF_002966125.1_Bacteria_Bacteroidetes_Flavobacteriia_Aureitalea_sp_RR4-38_RR4-38	NCBI	2094025	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aureitalea	Aureitalea sp. RR4-38
GCF_002968395.1	GCF_002968395.1_Bacteria_Proteobacteria_Gammaproteobacteria_Idiomarina_sp_OT37-5b_OT37-5b	NCBI	2100422	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina sp. OT37-5b
GCF_002983865.1	GCF_002983865.1_Bacteria_Proteobacteria_Alphaproteobacteria_Roseobacter_denitrificans_FDAARGOS_309	NCBI	2434	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter denitrificans
GCF_003008555.1	GCF_003008555.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacteraceae_bacterium_SH-1_SH-1	NCBI	2605946	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	Rhodobacteraceae bacterium SH-1
GCF_003024155.1	GCF_003024155.1_Bacteria_Bacteroidetes_Flavobacteriia_Gramella_fulva_SH35	NCBI	2126553	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella fulva
GCF_003030345.1	GCF_003030345.1_Bacteria_Actinobacteria_Actinobacteria_Plantactinospora_sp_BC1_BC1	NCBI	2108470	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. BC1
GCF_003030385.1	GCF_003030385.1_Bacteria_Actinobacteria_Actinobacteria_Plantactinospora_sp_BB1_BB1	NCBI	2071627	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. BB1
GCF_003031205.1	GCF_003031205.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_anguillarum_425	NCBI	55601	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
GCF_003032495.1	GCF_003032495.1_Bacteria_Proteobacteria_Gammaproteobacteria_Halomonas_sp_SF2003_SF2003	NCBI	2136172	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. SF2003
GCF_003047105.1	GCF_003047105.1_Bacteria_Proteobacteria_Alphaproteobacteria_Celeribacter_baekdonensis_LH4	NCBI	875171	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter baekdonensis
GCF_003047225.1	GCF_003047225.1_Bacteria_Firmicutes_Bacilli_Bacillus_sp_Y-01_Y-01	NCBI	2052936	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Y-01
GCF_003054475.1	GCF_003054475.1_Bacteria_Cyanobacteria_NA_Nodularia_spumigena_UHCC_0039	NCBI	1914872	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
GCF_003058465.1	GCF_003058465.1_Bacteria_Proteobacteria_Betaproteobacteria_Bordetella_sp_HZ20_HZ20	NCBI	2163011	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella sp. HZ20
GCF_003060825.1	GCF_003060825.1_Bacteria_Firmicutes_Bacilli_Paenibacillus_sp_CAA11_CAA11	NCBI	1532905	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. CAA11
GCF_003061515.1	GCF_003061515.1_Bacteria_Proteobacteria_Gammaproteobacteria_Colwellia_sp_Arc7-D_Arc7-D	NCBI	2161872	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. Arc7-D
GCF_003063625.1	GCF_003063625.1_Bacteria_Proteobacteria_Gammaproteobacteria_Catenovulum_sp_CCB-QB4_CCB-QB4	NCBI	2172099	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum	Catenovulum sp. CCB-QB4
GCF_003063885.1	GCF_003063885.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_cholerae_Sa5Y	NCBI	666	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
GCF_003071365.1	GCF_003071365.1_Bacteria_Proteobacteria_Alphaproteobacteria_Methyloceanibacter_sp_wino2_wino2	NCBI	2170729	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Methyloceanibacter	Methyloceanibacter sp. wino2
GCF_003072645.1	GCF_003072645.1_Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_bacterium_DM2_DM2	NCBI	2169539	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium DM2
GCF_003074055.1	GCF_003074055.1_Bacteria_Actinobacteria_Actinobacteria_Streptomyces_nigra_452	NCBI	1827580	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra
GCF_003076275.1	GCF_003076275.1_Bacteria_Proteobacteria_Gammaproteobacteria_Microbulbifer_sp_A4B17_A4B17	NCBI	359370	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer sp. A4B17
GCF_003076895.1	GCF_003076895.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_R14	NCBI	670	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_003085735.1	GCF_003085735.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_20130629002S01	NCBI	670	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_003095655.1	GCF_003095655.1_Bacteria_Bacteroidetes_Flavobacteriia_Dokdonia_sp_Dokd-P16_Dokd-P16	NCBI	2173169	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. Dokd-P16
GCF_003097515.1	GCF_003097515.1_Bacteria_Actinobacteria_Actinobacteria_Streptomyces_tirandamycinicus_HNM0039	NCBI	2174846	14	14	93.33	0.00	13	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tirandamycinicus
GCF_003111685.1	GCF_003111685.1_Bacteria_Proteobacteria_Alphaproteobacteria_Yangia_pacifica_YSBP01	NCBI	311180	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	Yangia pacifica
GCF_003119375.1	GCF_003119375.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus	NCBI	670	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_003122365.1	GCF_003122365.1_Bacteria_Actinobacteria_Actinobacteria_Streptomyces_spongiicola_HNM0071	NCBI	1690221	14	14	93.33	0.00	13	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces spongiicola
GCF_003130755.1	GCF_003130755.1_Bacteria_Proteobacteria_Gammaproteobacteria_Photobacterium_damselae_Phdp_Wu-1	NCBI	38293	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae
GCF_003143555.1	GCF_003143555.1_Bacteria_Proteobacteria_Gammaproteobacteria_Saliniradius_amylolyticus_HMF8227	NCBI	2183582	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Saliniradius	Saliniradius amylolyticus
GCF_003148385.1	GCF_003148385.1_Bacteria_Bacteroidetes_Flavobacteriia_Flavobacterium_sediminis_MEBiC07310	NCBI	2201181	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sediminis
GCF_003209315.1	GCF_003209315.1_Bacteria_Proteobacteria_Gammaproteobacteria_Psychrobacter_sp_YP14_YP14	NCBI	2203895	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. YP14
GCF_003233695.1	GCF_003233695.1_Bacteria_Proteobacteria_Gammaproteobacteria_Lysobacter_maris_HZ9B	NCBI	1605891	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter maris
GCF_003258315.1	GCF_003258315.1_Bacteria_Proteobacteria_Deltaproteobacteria_Bradymonas_sediminis_FA350	NCBI	1548548	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonas	Bradymonas sediminis
GCF_003258705.1	GCF_003258705.1_Bacteria_Bacteroidetes_Cytophagia_Arcticibacterium_luteifluviistationis_SM1504T	NCBI	1784714	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcticibacterium	Arcticibacterium luteifluviistationis
GCF_003260975.1	GCF_003260975.1_Bacteria_Bacteroidetes_Cytophagia_Echinicola_strongylocentroti_MEBiC08714	NCBI	1795355	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola strongylocentroti
GCF_003264115.1	GCF_003264115.1_Bacteria_Proteobacteria_Alphaproteobacteria_Erythrobacter_sp_KY5_KY5	NCBI	2011159	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. KY5
GCF_003269425.1	GCF_003269425.1_Bacteria_Bacteroidetes_Flavobacteriia_Flagellimonas_maritima_HME9304	NCBI	1383885	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas maritima
GCF_003285105.1	GCF_003285105.1_Bacteria_Bacteroidetes_NA_Rhodothermaceae_bacterium_MEBiC09517	NCBI	2026787	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	NA	Rhodothermaceae bacterium
GCF_003288315.1	GCF_003288315.1_Bacteria_Proteobacteria_Alphaproteobacteria_Roseovarius_sp_TM1035_AK1035	NCBI	2203213	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp. TM1035
GCF_003290325.1	GCF_003290325.1_Bacteria_Bacteroidetes_NA_Salinibacter_ruber_P13	NCBI	146919	14	13	86.67	6.67	13	Yes	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber
GCF_003290445.1	GCF_003290445.1_Bacteria_Proteobacteria_Gammaproteobacteria_Francisella_adeliensis_FDC440	NCBI	2007306	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella adeliensis
GCF_003293715.1	GCF_003293715.1_Bacteria_Proteobacteria_Betaproteobacteria_Massilia_sp_YMA4_YMA4	NCBI	1593482	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. YMA4
GCF_003312585.1	GCF_003312585.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_campbellii_DS40M4	NCBI	680	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
GCF_003312875.1	GCF_003312875.1_Bacteria_Actinobacteria_Actinobacteria_Amycolatopsis_albispora_WP1	NCBI	1804986	14	14	93.33	0.00	13	Yes	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis albispora
GCF_003312895.1	GCF_003312895.1_Bacteria_Firmicutes_Bacilli_Bacillus_amyloliquefaciens_SH-B74	NCBI	1390	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
GCF_003325475.1	GCF_003325475.1_Bacteria_Proteobacteria_Betaproteobacteria_Chromobacterium_sp_IIBBL_112-1_IIBBL_112-1	NCBI	2202141	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium sp. IIBBL 112-1
GCF_003325495.1	GCF_003325495.1_Bacteria_Proteobacteria_Betaproteobacteria_Chromobacterium_sp_IIBBL_274-1	NCBI	2202142	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium sp. IIBBL 274-1
GCF_003326015.1	GCF_003326015.1_Bacteria_Proteobacteria_Gammaproteobacteria_Candidatus_Thioglobus_sp_NP1_NP1	NCBI	2508687	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Thioglobus	Candidatus Thioglobus sp. NP1
GCF_003330885.1	GCF_003330885.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobiaceae_bacterium_SMS8	NCBI	2026785	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	NA	Rhodobiaceae bacterium
GCF_003330945.1	GCF_003330945.1_Bacteria_Proteobacteria_Gammaproteobacteria_Klebsiella_pneumoniae_KC-Pl-HB1	NCBI	72407	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GCF_003332325.1	GCF_003332325.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_phocidae_105	NCBI	142651	14	14	93.33	0.00	12	Yes	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma phocidae
GCF_003342675.1	GCF_003342675.1_Archaea_Euryarchaeota_Halobacteria_Haloplanus_rubicundus_CBA1112	NCBI	1547898	14	13	86.67	6.67	6	No	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus rubicundus
GCF_003342695.1	GCF_003342695.1_Archaea_Euryarchaeota_Halobacteria_Haloplanus_rubicundus_CBA1113	NCBI	1547898	14	13	86.67	6.67	6	No	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus rubicundus
GCF_003344865.1	GCF_003344865.1_Bacteria_Actinobacteria_Nitriliruptoria_Euzebya_sp_DY32-46_DY32-46	NCBI	1608957	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	Euzebya	Euzebya sp. DY32-46
GCF_003344885.1	GCF_003344885.1_Bacteria_Proteobacteria_Alphaproteobacteria_Altererythrobacter_sp_ZODW24_ZODW24	NCBI	2185142	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. ZODW24
GCF_003344925.1	GCF_003344925.1_Bacteria_Bacteroidetes_Flavobacteriia_Flavobacterium_arcticum_SM1502	NCBI	1784713	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium arcticum
GCF_003345275.1	GCF_003345275.1_Bacteria_Firmicutes_Bacilli_Enterococcus_faecalis_TY1	NCBI	1351	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GCF_003351365.1	GCF_003351365.1_Bacteria_Actinobacteria_Actinobacteria_Micromonospora_aurantiaca_110B_2018	NCBI	47850	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora aurantiaca
GCF_003352045.1	GCF_003352045.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sulfitobacter_sp_JL08_JL08	NCBI	2070369	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. JL08
GCF_003352065.1	GCF_003352065.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sulfitobacter_sp_SK011_SK011	NCBI	1389004	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. SK011
GCF_003352085.1	GCF_003352085.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sulfitobacter_sp_SK012_SK012	NCBI	1389005	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. SK012
GCF_003352105.1	GCF_003352105.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sulfitobacter_sp_SK025_SK025	NCBI	1389011	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. SK025
GCF_003352465.1	GCF_003352465.1_Bacteria_Bacteroidetes_Flavobacteriia_Kordia_sp_SMS9_SMS9	NCBI	2282170	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	Kordia sp. SMS9
GCF_003354245.1	GCF_003354245.1_Bacteria_Proteobacteria_Gammaproteobacteria_Edwardsiella_tarda_ET-1	NCBI	636	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda
GCF_003355455.1	GCF_003355455.1_Bacteria_Proteobacteria_Alphaproteobacteria_Erythrobacter_aureus_YH-07	NCBI	2182384	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter aureus
GCF_003367315.1	GCF_003367315.1_Bacteria_Proteobacteria_Gammaproteobacteria_Saccharospirillum_mangrovi_HK-33	NCBI	2161747	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum	Saccharospirillum mangrovi
GCF_003367375.1	GCF_003367375.1_Bacteria_Proteobacteria_Gammaproteobacteria_Gallaecimonas_mangrovi_HK-28	NCBI	2291597	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Gallaecimonas	Gallaecimonas mangrovi
GCF_003391255.1	GCF_003391255.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonas_plecoglossicida_XSDHY-P	NCBI	70775	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas plecoglossicida
GCF_003391375.1	GCF_003391375.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_coralliilyticus_RE22	NCBI	190893	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus
GCF_003403095.1	GCF_003403095.1_Bacteria_Proteobacteria_Alphaproteobacteria_Thalassospira_indica_PB8BT_=MCCC_1A01103T=LMG_29620T	NCBI	1891279	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira indica
GCF_003410255.1	GCF_003410255.1_Bacteria_Firmicutes_Bacilli_Bacillus_anthracis_MCCC_1A02161	NCBI	1392	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
GCF_003410315.1	GCF_003410315.1_Bacteria_Bacteroidetes_Flavobacteriia_Olleya_aquimaris_DAU311	NCBI	639310	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya aquimaris
GCF_003410355.1	GCF_003410355.1_Bacteria_Firmicutes_Bacilli_Bacillus_anthracis_MCCC_1A01412	NCBI	1392	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
GCF_003429285.1	GCF_003429285.1_Bacteria_Proteobacteria_Gammaproteobacteria_Salinimonas_sediminis_N102	NCBI	2303538	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas	Salinimonas sediminis
GCF_003429305.1	GCF_003429305.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_piscicida_DE1-A	NCBI	43662	13	12	80.00	20.00	12	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida
GCF_003429325.1	GCF_003429325.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_piscicida_DE2-A	NCBI	43662	13	12	80.00	13.33	12	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida
GCF_003433515.1	GCF_003433515.1_Bacteria_Proteobacteria_Alphaproteobacteria_Maritalea_myrionectae_HL2708#5	NCBI	454601	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Maritalea	Maritalea myrionectae
GCF_003441595.1	GCF_003441595.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacter_sp_Arc7-DN-1_Arc7-DN-1	NCBI	2304594	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. Arc7-DN-1
GCF_003443535.1	GCF_003443535.1_Bacteria_Proteobacteria_Alphaproteobacteria_Ruegeria_sp_AD91A_AD91A	NCBI	2293862	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria sp. AD91A
GCF_003443555.1	GCF_003443555.1_Bacteria_Proteobacteria_Alphaproteobacteria_Phaeobacter_inhibens_2.10	NCBI	221822	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens
GCF_003443575.1	GCF_003443575.1_Bacteria_Proteobacteria_Alphaproteobacteria_Phaeobacter_inhibens_BS107	NCBI	221822	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens
GCF_003443595.1	GCF_003443595.1_Bacteria_Proteobacteria_Alphaproteobacteria_Phaeobacter_sp_LSS9_LSS9	NCBI	681157	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter sp. LSS9
GCF_003443615.1	GCF_003443615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_sp_BL110_BL110	NCBI	1714845	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. BL110
GCF_003443635.1	GCF_003443635.1_Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriaceae_bacterium_AU392	NCBI	1871037	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium
GCF_003443675.1	GCF_003443675.1_Bacteria_Bacteroidetes_Flavobacteriia_Aquimarina_sp_BL5_BL5	NCBI	1714860	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. BL5
GCF_003443695.1	GCF_003443695.1_Bacteria_Bacteroidetes_Flavobacteriia_Aquimarina_sp_AD1_AD1	NCBI	1714848	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. AD1
GCF_003443715.1	GCF_003443715.1_Bacteria_Bacteroidetes_Flavobacteriia_Aquimarina_sp_AD10_AD10	NCBI	1714849	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. AD10
